kon_0,koff_0,iteration,mean_Cij,std_Cij
0,5,15,0.0132918801009482,0.0105745317505409
0,5,16,0.0106656814425714,0.00705941050843763
0,5,17,0.00740552507380725,0.0059370861238048
0,5,18,-0.00435471515581674,0.00656260230807773
0,5,19,-0.00170976595167067,0.00394345676227863
0,5,20,-0.0223749143503511,0.0156102862761422
0,5,21,0.0142148746243767,0.0106014849485782
0,5,22,0.00102476305905644,0.00259743748615634
0,5,23,0.0162828811958951,0.00952601538825745
0,5,24,-0.00351089253525489,0.0018258627384437
0,5,25,-0.00334284019254792,0.00268680268745392
0,5,26,-0.0310129689546189,0.0227804808147862
0,5,27,-0.00902061829976868,0.0060806335601359
0,5,28,0.00829830164036111,0.00433138776180802
0,5,29,-0.0308789117689095,0.0235788846898658
0,5,30,0.0145661808647825,0.0104549694643974
0,5,31,-0.0139058526410718,0.0108011632422154
0,5,32,-0.00840368671865816,0.00716812169217899
0,5,33,-0.0031787771162347,0.00109005393437472
0,5,34,0.045489277837119,0.0298996567998959
0,5,35,-0.00835575483242043,0.00500502851414023
0,5,36,-0.00954651633007367,0.00707876576820011
0,5,37,0.0166638359610574,0.00890883582303081
0,5,38,-0.0195923820785299,0.0165237781860573
0,5,39,-0.0030481146636857,0.00180297432293792
0,5,40,0.00205101034317837,0.0021481983183235
0,5,41,-0.00316556668428077,0.00347752894620281
0,5,42,-0.0258315514937172,0.0185686636943367
0,5,43,0.00640097139584511,0.00475105621639722
0,5,44,0.0110200076158283,0.00489979565777769
0,5,45,0.00819113650688139,0.00378830740850174
0,5,46,0.00151856388357457,0.00168812985290894
0,5,47,0.0154411242374911,0.00940659351034132
0,5,48,-0.00556623894402792,0.00368194448449897
0,5,49,0.0173477781766892,0.0114628604363621
0,5,50,0.00458225003599905,0.00294111028600739
0,10,1,0.0326464590303466,0.0259579426375051
0,10,2,0.00516641955897374,0.00342939261108349
0,10,3,0.00196454466962917,0.00346124132568089
0,10,4,0.0268966048596574,0.0213261091328033
0,10,5,-0.0270909991543263,0.0193485847430708
0,10,6,-0.00242065995883381,0.00111843363096086
0,10,7,-0.00888419806019378,0.00649341205411226
0,10,8,-0.0189947167443365,0.0118062360758441
0,10,9,-0.0147032029709372,0.00935201835474021
0,10,10,0.00785447806418115,0.00600503803668935
0,10,11,-0.016650335389778,0.0125042974294079
0,10,12,-0.0213015277771168,0.0125037139142509
0,10,13,-0.00328581524234351,0.00192053809235524
0,10,14,-0.0135400021528382,0.0105836636349316
0,10,15,-0.0181092464991247,0.0108853258151545
0,10,16,0.0134461489732612,0.0104312898376521
0,10,17,0.00816250910261724,0.00645678141467171
0,10,18,-0.034563769860197,0.0250286666775336
0,10,19,0.0191701047927762,0.0129678310323232
0,10,20,0.00191448376328661,0.00159707366194889
0,10,21,0.0140820670395803,0.0110446493540454
0,10,22,-0.010590712221533,0.00713688611929771
0,10,23,0.00333584732154629,0.00483577297260347
0,10,24,0.00394004832926769,0.00537692586392169
0,10,25,-0.00335357356004232,0.00256133230307069
0,10,26,-0.0264881265870444,0.0178376739578503
0,10,27,0.0192791799891313,0.0120865197527206
0,10,28,0.00696638795210104,0.00449177609809508
0,10,29,0.0112561806633255,0.00902745789877049
0,10,30,0.0283294158698164,0.0181781762269422
0,10,31,-0.00838832473189247,0.00517976410990878
0,10,32,-0.00148468177153447,0.00256171776456888
0,10,33,0.00535518742436393,0.00583602547693234
0,10,34,-0.0106037281015545,0.00614964143604696
0,10,35,0.00162642663449084,0.00484722441320589
0,10,36,-0.00170136599205082,0.000988336074206566
0,10,37,0.0249144259472065,0.0173439389573849
0,10,38,0.0112283173122897,0.00749206334727831
0,10,39,0.0266390659039903,0.0208893106589287
0,10,40,-0.0086276872187261,0.00701326130744235
0,10,41,0.00965980874935055,0.00663859242758783
0,10,42,-0.00216567594821675,0.00204344457589875
0,10,43,0.00894057245435461,0.00618809767193197
0,10,44,-0.0116595658535432,0.00781048623555142
0,10,45,-0.0223405816964914,0.015932744702257
0,10,46,-0.00567209983018664,0.00471963978341785
0,10,47,0.00417451617788754,0.00288634273067422
0,10,48,-0.0212317434339018,0.0119377782316626
0,10,49,0.00765427222133529,0.00537530608563655
0,10,50,0.0179038298841865,0.0130842656378975
0,15,1,0.0372462602292161,0.0260507919117539
0,15,2,-0.00355381815984,0.00215412075401486
0,15,3,0.023664495267638,0.014737294600168
0,15,4,-0.0216143601585831,0.0141245138893655
0,15,5,0.0124459804570387,0.00968854477130758
0,15,6,-0.00709835455121191,0.00520372110240748
0,15,7,-0.0055709189488352,0.00255001739591845
0,15,8,0.0140153650043488,0.00818951338896102
0,15,9,0.0256343940234091,0.0191422309750931
0,15,10,0.00332177949426384,0.00148292157640952
0,15,11,0.00610037399283362,0.00306370148647385
0,15,12,-0.0118273148922697,0.00824322328444174
0,15,13,-0.00471193099327432,0.00179989142173726
0,15,14,-0.0200894259881239,0.0112497208009823
0,15,15,-0.00408958322198042,0.00142667302261781
0,15,16,-0.0207057733065339,0.0160475620031161
0,15,17,0.0033550808228259,0.00242078364478563
0,15,19,-0.0401362146772906,0.0259116460428088
0,15,20,-0.00218078069012515,0.00272137072080678
0,15,21,-0.00800634628313138,0.00554348805163924
0,15,22,0.0225242570783931,0.0155422287670468
0,15,23,0.00315269666099015,0.00297851152612506
0,15,24,-0.0137332760074505,0.00862599929809557
0,15,25,0.0130501902432362,0.00796023811880184
0,15,26,-0.0191973597886277,0.0134517665543513
0,15,27,0.0448465126552245,0.0335687429717327
0,15,28,0.0123593326524463,0.0128061058418132
0,15,29,0.0204862716915492,0.0144101246703365
0,15,30,0.0116569114206093,0.00638468737730802
0,15,31,-0.0282990676052161,0.019648599102058
0,15,32,-0.0120166707035747,0.0087584084950741
0,15,33,-0.00326561973689535,0.0028338781030232
0,15,34,-0.00567078458919215,0.00371775280577736
0,15,35,0.0136742588451268,0.00927958547625389
0,15,36,-0.00296886700735896,0.00202092448741111
0,15,37,-0.0190431844048539,0.012487602231338
0,15,38,0.0156303848980897,0.0126841637333992
0,15,39,-0.0159294837330505,0.0121532557517463
0,15,40,0.00826169267634919,0.00772290728162436
0,15,41,0.024189267716324,0.0207870217849584
0,15,42,-0.00534388084005412,0.00404983949078102
0,15,43,0.00540346638957875,0.00312098866709713
0,15,44,-0.0119424547362281,0.00739646020222142
0,15,45,-0.0315704220844234,0.0233270115121447
0,15,46,-0.00564144129698834,0.00284082298135341
0,15,47,0.022855721091853,0.0161738703708495
0,15,48,-0.000322193255124545,0.00167755808920799
0,15,49,0.0157794476460886,0.00862765375944131
0,15,50,-0.0153005550569999,0.0138992180338393
0,20,1,-0.0150447853719138,0.00913522316618584
0,20,2,0.00881065135000461,0.00764902832315108
0,20,3,0.0240106210261279,0.0159392468247454
0,20,4,-0.0126054686743085,0.0093887858771202
0,20,5,-0.0083482731131189,0.00792853745171313
0,20,6,-0.0208865670489924,0.0133564664809448
0,20,7,0.00734515096023251,0.00818777060690146
0,20,8,0.0258307537419283,0.0187697960657328
0,20,9,0.0193005601645907,0.0125261612324037
0,20,10,0.028520173301954,0.0200938289688216
0,20,11,-0.00883858268584207,0.00617077878068602
0,20,12,-0.00300339006464536,0.00464843206894079
0,20,13,0.0339113246886817,0.0256444217879454
0,20,14,-0.0100133729364751,0.00949316602793888
0,20,15,-0.00499329936301221,0.0027636568943312
0,20,16,0.00902823581875007,0.00653839632238275
0,20,17,-0.00013645730354292,0.00237288648884093
0,20,18,0.0143559307066742,0.00869098781754038
0,20,19,-0.00723020305712799,0.00545423029146375
0,20,20,-0.0114387194972128,0.0088083143721776
0,20,22,0.00604686251318678,0.0050502220962676
0,20,23,0.0101805662726541,0.0083052002153095
0,20,24,0.0111523849548649,0.00703064180373297
0,20,25,0.0189812418305859,0.010348834155605
0,20,26,-0.0312672990996629,0.0236278032906383
0,20,27,0.00396921537144127,0.00287653157470655
0,20,28,0.0212616103929516,0.0197473794782424
0,20,29,-0.00289731383782686,0.00568744040562874
0,20,30,0.00254569565911053,0.00293953194578996
0,20,31,0.0202227565291101,0.0147360249627112
0,20,32,-0.00289301497084965,0.00354423880920909
0,20,33,0.0202562645102199,0.0130696781328971
0,20,34,0.0106002665772623,0.00772571968745077
0,20,35,0.0016344585914425,0.00248165874496048
0,20,36,-0.0103906566295119,0.00699617610103546
0,20,37,-0.00392066608119807,0.00293186324827292
0,20,38,0.0190370322084355,0.0111840112004143
0,20,39,-0.0190073089145144,0.0124033833967591
0,20,40,-0.000403687992122846,0.00347752135278895
0,20,41,0.0157329261943987,0.0126231477655359
0,20,42,0.014312261861768,0.0118051327256071
0,20,43,-0.00653895556557263,0.00401430953433767
0,20,44,-0.0066974144050226,0.00553560455492541
0,20,45,-0.00890152354761367,0.0073769311065595
0,20,46,0.0159618273017604,0.00990235941557864
0,20,47,0.00401337450193222,0.00240089734332558
0,20,48,0.0040390086087101,0.00341121213619802
0,20,49,-0.0181783250454044,0.0115163210936167
0,20,50,-0.0261120204379713,0.0183953216533388
0,25,1,0.00712412737125632,0.00527850666741494
0,25,2,-0.0184987328168614,0.0158782502571245
0,25,3,-0.0119645713991299,0.00951991861955919
0,25,4,-0.0105837717531936,0.00819536739659042
0,25,5,-0.00688356399086775,0.00427531349781603
0,25,6,0.0167169945907933,0.0126879744934383
0,25,7,0.0134012567911882,0.0105840353929793
0,25,8,-0.0309152240764943,0.0216442277172293
0,25,9,-0.013809235379964,0.0124413918115182
0,25,10,-0.0182045586680944,0.0128726738335597
0,25,11,-0.0492914566270331,0.035216823700804
0,25,12,-0.00152095356232037,0.00140410687884757
0,25,13,-0.0074737058659087,0.00452215766042232
0,25,14,0.0044150825079931,0.00383059307510342
0,25,15,-0.0174117273973919,0.0107966561869249
0,25,16,-0.0180438971527108,0.0137692430793408
0,25,17,-0.00491269492884786,0.00749117835963027
0,25,18,0.0105803181986362,0.00538410155431496
0,25,19,0.031418626632939,0.0238556959245419
0,25,20,0.00509367336130584,0.00423950228461979
0,25,21,0.0237443065266956,0.0193016637547172
0,25,22,0.0464796865816759,0.0358031211306491
0,25,23,-0.0183952135594985,0.0120652529308857
0,25,24,-0.0430335580881071,0.0321861267938845
0,25,25,-0.0125078500839276,0.00957635828110076
0,25,26,-0.0127927181609859,0.00950479695379106
0,25,27,-0.00898172965107955,0.00685067026498299
0,25,28,0.0216370278317759,0.0148417652244075
0,25,29,-0.0130434497129041,0.00789537066783026
0,25,30,-0.0242070248685238,0.0178567134555059
0,25,31,0.0124907649487622,0.00704418664754785
0,25,32,-0.00947867961566031,0.00710981701324997
0,25,33,0.00343216082398971,0.00224966548288365
0,25,34,-0.0274382313163732,0.0181372159355776
0,25,35,-0.0248540844344348,0.0143801963989124
0,25,36,-0.0152760214335409,0.0125922791117206
0,25,37,0.00337752372174741,0.00268313804163865
0,25,38,-0.0260356016030302,0.018387556692874
0,25,39,0.0221783400847694,0.0133963817472268
0,25,40,0.0203624244198528,0.0149423708319493
0,25,41,-0.00392865209696283,0.00255803911254497
0,25,42,0.0151186055411475,0.0114458985467016
0,25,43,0.0369910682693047,0.0297371054209464
0,25,44,-0.0332528855346894,0.0212824841911732
0,25,45,0.0247223515405892,0.0147157708808728
0,25,46,-0.0036516846619074,0.00241325469178542
0,25,47,-0.0177720581503935,0.0133497801337082
0,25,48,-0.00654907765866932,0.0038285889299396
0,25,49,-0.0253739244952394,0.0173382301947362
0,25,50,0.0363721560554501,0.0255949975482321
0,30,1,0.0268224105415361,0.0205849192683361
0,30,2,0.0112188821263701,0.0096301238912399
0,30,3,-0.000480002587788985,0.00223397254466265
0,30,4,0.000422532804460566,0.00187278141285617
0,30,5,-0.00368594253741121,0.001629172195398
0,30,6,-0.0117177906958754,0.00736636831472195
0,30,7,-0.0253462115163707,0.0168770811526956
0,30,8,-0.0018880909996182,0.00160372159447305
0,30,9,-0.0150687605157685,0.0104957258403724
0,30,10,0.0122180429564931,0.00929432431662989
0,30,11,0.0157634247404063,0.00970268779190475
0,30,12,-0.00535013950173865,0.00370569911056933
0,30,13,-0.00232970101004671,0.000938659505558519
0,30,14,-0.0112763199257124,0.00931400762121799
0,30,15,-0.0142184600568143,0.0114485456162511
0,30,16,-0.0128129462791119,0.0105902488801448
0,30,17,-0.00778901376328796,0.00628745916378173
0,30,18,-0.0203371718971589,0.0132006867633194
0,30,19,-0.0135022576568537,0.0100300859324251
0,30,20,-0.00848688852470478,0.00544329643281134
0,30,21,0.00154221083615055,0.00262122274924123
0,30,22,0.00387218991233026,0.00338181926958494
0,30,23,0.0289747573216246,0.023221491324906
0,30,24,-0.0249085644180649,0.0158890767251073
0,30,25,-0.0169788978457185,0.0148694625415371
0,30,26,-0.0219293404012896,0.0145657239022084
0,30,27,-0.0267628389627507,0.0191124134967205
0,30,28,0.00139299285114481,0.00159862028878682
0,30,29,-0.00561462439798511,0.00353180192883188
0,30,30,0.00456731639586896,0.00298717046357778
0,30,31,0.00245203665093465,0.0015999853605901
0,30,32,0.0118743499607791,0.00813143242460081
0,30,33,-0.011756405017667,0.0077074718379244
0,30,34,-0.0231911230445819,0.0168466293549124
0,30,35,-0.0117026485225052,0.00972156903385535
0,30,36,-0.00196284139824837,0.00433259652291036
0,30,37,-0.0301366781895283,0.020573786708736
0,30,38,0.00953886026433271,0.00868427111671086
0,30,39,-0.00838703545710478,0.00834027006370548
0,30,40,0.00635747924477732,0.00461793406402033
0,30,41,-0.00760187559957922,0.00536383689480655
0,30,42,-0.0279658649541773,0.0188334079286392
0,30,43,-0.0162042397158894,0.0117954824874345
0,30,44,0.00715618836636426,0.00564026387995103
0,30,45,-0.0158339191633556,0.0102970100455389
0,30,46,-0.00715547010976281,0.00554706227236506
0,30,47,0.0176275355353741,0.00948901148373471
0,30,48,0.053034419703204,0.0371164432595656
0,30,49,0.0214735716232482,0.0155952895442614
0,30,50,-0.0194998932456014,0.0173284189055246
0,35,1,-0.00432342174672728,0.00382453669386885
0,35,2,-0.00595327350501264,0.00267525230532073
0,35,3,-0.0173273594522753,0.0132602894885589
0,35,4,0.00144224633249201,0.00365372116925421
0,35,5,0.00634048072544561,0.00381394057543194
0,35,6,0.0187249661517637,0.0122748229736088
0,35,7,0.00374167710858642,0.0029693379134074
0,35,8,-0.0185108303479909,0.0141654803086055
0,35,9,-0.00908617502772278,0.00715981351243787
0,35,10,0.00736789373353053,0.00682432487671207
0,35,11,0.00831019337094867,0.00502572158242445
0,35,12,0.0154301255656256,0.0105432993027612
0,35,13,-0.00955940448965957,0.00564855812729418
0,35,14,0.012113478416663,0.00658015454465953
0,35,15,0.00164136616758074,0.00310571469770792
0,35,16,0.0165838256595957,0.0108430162513862
0,35,17,0.0033596485365253,0.00409941588446083
0,35,18,-0.00151015168209715,0.00280831136241034
0,35,19,0.0033245555607057,0.00117377098350781
0,35,20,-0.00522345716198923,0.00205097160393796
0,35,21,0.0177759728848261,0.0134752338442287
0,35,22,0.00289158124712265,0.00156437428805959
0,35,23,0.0407833013698899,0.0280226206694046
0,35,24,-0.0060000476773304,0.00557985949625394
0,35,25,0.0203515568143737,0.0133240397815511
0,35,26,0.00605350029866817,0.00449566194580048
0,35,27,0.000601741886614384,0.00209682823975794
0,35,28,0.00187675704760676,0.00386384811194315
0,35,29,-0.0114296494692927,0.00683914790669908
0,35,30,0.0246768941967946,0.0179275654174734
0,35,31,0.0219683467647784,0.0171331118797591
0,35,32,-0.0175402913799668,0.0129858000157643
0,35,33,0.0234934461153543,0.0161790217321605
0,35,34,-0.0444959177291231,0.0317548132374866
0,35,35,0.00848417291000726,0.00810294465784627
0,35,36,0.00752573524903526,0.00456277340399444
0,35,37,0.00208033906057706,0.00309953584395616
0,35,38,0.0118053447611881,0.00754947570296166
0,35,39,-0.00539972199668518,0.00211541039410201
0,35,40,-0.0102605491205164,0.00502642176341459
0,35,41,0.00985265737006849,0.00635477851037877
0,35,42,-0.0365568203709504,0.025813141523638
0,35,43,-0.0103775824507827,0.00897097178356196
0,35,44,0.0127494998461251,0.00912436356009692
0,35,45,0.00627282901475601,0.00545947986629219
0,35,46,0.00566837672180799,0.00549342784443801
0,35,47,0.0207226595874929,0.0178467392563587
0,35,48,0.00187113889223931,0.001602354543745
0,35,49,0.013681668638112,0.0137971987764815
0,35,50,-0.00974419974322171,0.00818376044025948
0,40,1,0.0192889814579085,0.0149627739261346
0,40,2,-0.00672357896796263,0.00758760536460095
0,40,3,0.0237475982587451,0.0174834317177029
0,40,4,-0.0253413909964872,0.0182544762753887
0,40,5,-0.0056989658113956,0.00378477315609352
0,40,6,-0.00392071010015032,0.00393158609669896
0,40,7,-0.00410279229203393,0.00229274248589198
0,40,8,-0.017942608579164,0.0150248203185738
0,40,9,0.00987212490306772,0.00650315978838181
0,40,10,0.00268234427031888,0.00129725436869277
0,40,11,-0.00254795522004308,0.00208129310022104
0,40,12,-0.00260510405339975,0.00675140996281138
0,40,13,-0.0145192976485516,0.0107001948515813
0,40,14,0.0176659465468559,0.0150859541664354
0,40,15,-0.00179432667875566,0.000747529358983697
0,40,16,0.0269320047667179,0.0200954476381041
0,40,17,-0.0109908436311842,0.00898517190520227
0,40,18,0.00214825422738418,0.00262080286514613
0,40,19,-0.0128551127460636,0.0113489568129157
0,40,20,-0.00205578905403526,0.00398504962322162
0,40,21,0.0142161868348394,0.0123855288797441
0,40,22,-0.00691136646012027,0.00483611533246629
0,40,23,-0.00202750303177137,0.00201864239246143
0,40,24,-0.0216168347196923,0.0150003341581168
0,40,25,0.000629263107546804,0.000998322915666399
0,40,26,-0.00251062675258015,0.0022983735684374
0,40,27,-0.00848985513588764,0.00533955333045144
0,40,28,-0.0327994771640297,0.0226670118418764
0,40,29,-0.00935059484737799,0.00468206191470368
0,40,30,0.0278270482774896,0.0204715747467644
0,40,31,0.0131762111630688,0.00707234996865969
0,40,32,-0.0245588486492348,0.0159852580814241
0,40,33,0.00426940278846753,0.00601459637487462
0,40,34,-0.0033160791363349,0.00188845932078625
0,40,35,0.00583587796439112,0.00236302593273422
0,40,36,0.0211170218809091,0.0145000819190719
0,40,37,-0.00687084198156366,0.00275456154932231
0,40,38,-0.0150724218412535,0.00959758742532398
0,40,39,0.0152574707419832,0.0102520330698723
0,40,40,-0.00383972298496493,0.00231748305263616
0,40,41,-0.0222218887061502,0.0161516636078924
0,40,42,0.00957201420993418,0.00597989253581217
0,40,43,0.00190230657505739,0.00212074428803199
0,40,44,0.029452139309128,0.019842831183891
0,40,45,-0.000184481136989665,0.00162271992114568
0,40,46,0.00333622038248392,0.00284570885923027
0,40,47,-0.00217819207559533,0.00349214668898772
0,40,48,0.0199810965572281,0.0143977818595641
0,40,49,-0.0169880428057811,0.0112903247138253
0,40,50,0.0126288011739937,0.00888669507548198
0,45,1,-0.0100040091655233,0.00702195947001
0,45,2,0.00592415610624484,0.00426625369282225
0,45,3,-0.00513709997573684,0.00323584179062435
0,45,4,-0.00248184571343006,0.00265198571328491
0,45,5,-0.000211337601659126,0.00190052371695841
0,45,6,-0.010310919214176,0.00734879348510724
0,45,7,-0.0283179410648502,0.0197491560997865
0,45,8,-0.0119441427014454,0.0130197879903629
0,45,9,-0.016836547924062,0.0124823366718154
0,45,10,0.017006376620616,0.0157966556489575
0,45,11,0.0042333816023508,0.00409027166947374
0,45,12,-0.00520283409342458,0.00416086430872493
0,45,13,-0.0114563555716496,0.00950348385473577
0,45,14,0.00404524679045536,0.00466711961230337
0,45,15,0.012422289160867,0.00991966089536448
0,45,16,-0.00187383518019605,0.00223700452998067
0,45,17,0.0030528244609503,0.00135471889874685
0,45,18,0.010322503336851,0.0068197222388057
0,45,19,0.016951869580645,0.0118286220887518
0,45,20,0.003198040852005,0.0036751302224225
0,45,21,0.0134986053417916,0.0132744220104257
0,45,22,0.0154754464450826,0.00855146435091002
0,45,23,0.00424849709598783,0.00169573736513039
0,45,24,-0.0265641194984726,0.0159785397817362
0,45,25,-0.00138375868467532,0.000703341248655422
0,45,26,-0.00713392012677925,0.00615925667204425
0,45,27,-0.0155876103890006,0.0142256966491772
0,45,28,0.012651666779147,0.00907492713296664
0,45,29,-0.0171922993141515,0.0109314708471457
0,45,30,0.0174824332314501,0.0097442279777444
0,45,31,0.00240212185405312,0.00195483553311154
0,45,32,-0.0288672845871626,0.0235586874515911
0,45,33,-0.00922320607728933,0.00866048228151142
0,45,34,-0.0110778633525493,0.00742837547364099
0,45,35,0.0147401118654317,0.0132869398357109
0,45,36,0.0117566850836627,0.00894023557486657
0,45,37,0.00917782874463609,0.00410843847603057
0,45,38,-0.0113228790188501,0.00698702004602927
0,45,39,0.0297366736720781,0.0218801423920869
0,45,40,0.0359324408715,0.0233520018598415
0,45,41,0.00700749975234138,0.0046141678605517
0,45,42,-0.00141432323178989,0.00479497959799473
0,45,43,-0.031932078885267,0.0225934101458723
0,45,44,-0.0186509194899895,0.0155056572158498
0,45,45,-0.0188638423289149,0.0108229115361969
0,45,46,0.0278076167316782,0.0177580179126918
0,45,47,-0.0272879749564048,0.0201186911103444
0,45,48,0.00798204128973189,0.00528149127830558
0,45,49,-0.00075365991930486,0.0019452802883905
0,45,50,0.0140398959696383,0.00847640339034488
0,50,1,0.000408963371388705,0.00190401575203976
0,50,2,0.00837352215848133,0.00626935115177049
0,50,3,0.0163314027176498,0.0123033633143597
0,50,4,-0.012251704170461,0.00897731783182881
0,50,5,0.0102072393947362,0.00524158635624716
0,50,6,0.0125700468886773,0.00900987407484532
0,50,7,-0.00563405902779277,0.00366624129590962
0,50,8,-0.000357919080755413,0.000929399589268641
0,50,9,0.00606288680903719,0.00456172570820919
0,50,10,0.0132643000615111,0.00996011082904451
0,50,11,0.00216306821769846,0.00110912925996492
0,50,12,0.00500786716050555,0.0047477824538473
0,50,13,-0.00204607351016485,0.00102596182404477
0,50,14,-0.0143788289572349,0.0093137449409782
0,50,15,-0.00291344013189412,0.00229402677531478
0,50,16,-0.00503392988720051,0.00279485846090027
0,50,17,-0.00675844443022939,0.00649775174325823
0,50,18,0.0191546652413498,0.0149552646218289
0,50,19,-0.0103238388772113,0.00576057098280815
0,50,20,0.0172875414968166,0.0121128924565181
0,50,21,-0.00366914925119738,0.00376994113101926
0,50,22,0.034963382379732,0.027984618191381
0,50,23,0.0314789339170595,0.024522838399873
0,50,24,0.0137810187676861,0.0100504259683997
0,50,25,0.00221124714029147,0.00293447015307986
0,50,26,0.00354810237820481,0.00420555476825135
0,50,27,0.0106218870446764,0.0105024095823976
0,50,28,-0.00692901529385896,0.00409181010999606
0,50,29,-0.0014071191833965,0.00139768439807432
0,50,30,-0.00662492327682459,0.00540850631366877
0,50,31,0.00688083384676155,0.00502343839638537
0,50,32,-0.0207952024421738,0.0183208073352137
0,50,33,-0.00539694711503312,0.00470862809527307
0,50,34,-0.0294675539105891,0.0216101345126004
0,50,35,0.0124893197836059,0.00976652291879354
0,50,36,-0.0318085360407387,0.0229012198602355
0,50,37,-0.025349455242883,0.0197976456037402
0,50,38,0.043090837335993,0.0323700654128139
0,50,39,-0.0112557890401937,0.00683417840633146
0,50,40,-0.000421381513078901,0.00212627014565598
0,50,41,0.00216481462878726,0.00281692313607908
0,50,42,0.0137975413061438,0.00967476114434046
0,50,43,0.00373957954642668,0.00287356950606393
0,50,44,0.0396678347783782,0.0263221622690274
0,50,45,0.0111695628724798,0.00721620348971059
0,50,46,0.00319324532025284,0.00471069695356164
0,50,47,-0.00914267141813115,0.00576932383108073
0,50,48,-0.0193935015606942,0.0141713095157684
0,50,49,-0.00674046984935945,0.00324480465577522
0,50,50,-0.0131716934868378,0.0110112670073712
0,55,1,0.00530545725166227,0.00451256697653623
0,55,2,0.0252558174042192,0.0191645772765129
0,55,3,0.00642818229793787,0.00618974556827177
0,55,4,0.00937285440817396,0.00612334537999909
0,55,5,-0.0152769902621969,0.00959697342577181
0,55,6,0.0232777141811716,0.0184151826974696
0,55,7,0.0163809266906748,0.011051489670355
0,55,8,0.00322622111518409,0.00358921076118734
0,55,9,-0.00589276920798245,0.00567078662843457
0,55,10,-0.00305870729792253,0.0024687729564218
0,55,11,-0.0121914538447374,0.00938530909509178
0,55,12,0.00565727206647851,0.0057073012289685
0,55,13,0.00472784480312542,0.00311755148319807
0,55,14,-0.011602229375064,0.00659931735181224
0,55,15,-0.0271411116696876,0.0203076310004104
0,55,16,0.0246233617006479,0.0177308381840373
0,55,17,0.0166153618889527,0.0120471982957853
0,55,18,0.00764447432171716,0.00700470581425518
0,55,19,-0.0209749118950489,0.0161189798953795
0,55,20,-0.0113277598763277,0.00618013934373415
0,55,21,0.00326529097932296,0.00295517638005557
0,55,22,-0.0101739591819905,0.00616122860073068
0,55,23,-0.00639199885017409,0.00569792946480577
